scorer,,,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab
bodyparts,,,Head,Head,Tail_B,Tail_B,Tail_E,Tail_E
coords,,,x,y,x,y,x,y
labeled-data,df1s3_v9,img0207.png,140.4266178075735,44.57132629049697,189.66213960892003,54.48843376233218,214.51324421481294,77.23944502124823
labeled-data,df1s3_v9,img0234.png,112.7709995597153,41.35639770461127,158.730685685675,45.245294222961704,194.67351714315635,63.275632626222816
labeled-data,df1s3_v9,img0342.png,68.11775334324217,38.90451374248473,71.67381637578784,77.77596137410461,93.99117747659169,51.53466865118141
labeled-data,df1s3_v9,img0607.png,300.91409241616293,41.6667768739096,340.7107852882257,57.63959918310488,310.5248583818651,89.31451799964465
labeled-data,df1s3_v9,img0694.png,199.88181044257814,43.99321704379179,248.45649557875188,46.04773544834295,292.62864127660174,50.89052883049924
labeled-data,df1s3_v9,img0882.png,51.638057883386736,117.14331497452648,54.905877562197176,67.76292871694653,79.41452515327545,49.245283870354044
labeled-data,df1s3_v9,img0969.png,45.35031338374469,181.69144870678616,60.625618626995035,140.20510833023124,61.667116711762105,102.53759426448889
labeled-data,df1s3_v9,img1198.png,60.38774380869414,304.37775728593215,76.50389154239866,258.48177134864324,50.22756371570652,238.161411162668
labeled-data,df1s3_v9,img1430.png,96.2087617935065,379.59040142993314,93.7563045296819,417.8264396795621,58.530100194746744,416.93463703817133
labeled-data,df1s3_v9,img1707.png,65.88606739706039,248.1742527192601,69.57749333053144,296.3570754298296,90.17176432779097,327.6370530766106
labeled-data,df1s3_v9,img1731.png,56.65118430091893,235.10332435505606,72.36920585543113,279.7874142028836,68.77651521439977,315.93886377826163
labeled-data,df1s3_v9,img1842.png,47.794971355718886,172.576222433801,75.64787885201254,209.18790587232536,72.66989503165411,241.06985030204513
labeled-data,df1s3_v9,img1942.png,50.15528271349562,95.83926462500287,56.75143725035373,135.4161918461515,55.53635615145882,160.75931190881687
labeled-data,df1s3_v9,img2131.png,82.65281501712286,94.31815189468638,114.20351846575466,133.14978690838706,111.16979698030929,171.9814219220877
labeled-data,df1s3_v9,img2621.png,286.52741117488864,48.81866778177866,243.38805090232722,79.32787314564337,210.25439776522686,101.6356792181466
labeled-data,df1s3_v9,img2668.png,270.83485615955465,43.06036182650722,275.5932602532611,80.33452722720756,238.31909485256077,69.89247379935179
labeled-data,df1s3_v9,img3098.png,42.97184548156589,164.79662986677022,52.37399332937137,120.30841809910527,54.437879442304265,82.92914738709814
labeled-data,df1s3_v9,img3285.png,62.71652277682648,289.6572329108626,78.45046937850637,261.9986109900148,64.37272768226647,225.23086208924707
labeled-data,df1s3_v9,img3314.png,50.764038742168175,290.8143946132087,77.78088126215798,277.6523431291111,78.47362081395258,234.56394300748636
labeled-data,df1s3_v9,img3462.png,71.66606565533134,132.9783219255325,80.8452628427891,183.25528833865354,76.67290048485374,222.8927307390394
