scorer,,,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab
bodyparts,,,Head,Head,Tail_B,Tail_B,Tail_E,Tail_E
coords,,,x,y,x,y,x,y
labeled-data,df1s3_v8,img0034.png,383.6686471120752,374.96335497336196,333.11600947462546,369.6420246957357,295.739999191298,359.12606248042664
labeled-data,df1s3_v8,img0112.png,321.84668260984273,310.63537608659067,368.7050154142641,317.2966096715329,403.3893695979289,324.4172386761264
labeled-data,df1s3_v8,img0258.png,176.0833488355098,377.7498163283856,218.9790558864055,342.8038928236018,242.00030407202138,319.28578316635407
labeled-data,df1s3_v8,img0567.png,227.2079258841312,376.36096111479674,186.14041424808653,404.4527443186058,155.23945272389656,427.05994127786164
labeled-data,df1s3_v8,img0749.png,242.86528973023405,211.83525386338817,257.3379725962327,261.36852057377797,277.7220329708787,294.59453898445094
labeled-data,df1s3_v8,img0851.png,171.21353510244901,148.84852323077916,204.6115440225331,187.01767628230382,237.15756291914565,213.0885710005327
labeled-data,df1s3_v8,img0907.png,184.85165233533473,98.24464744939975,169.37250648833793,147.9069070418479,173.67226922361476,181.01508010347996
labeled-data,df1s3_v8,img1041.png,303.94393372617395,78.16990521604697,255.76757358680095,67.10066319968972,216.8994396884556,62.06918955589097
labeled-data,df1s3_v8,img1186.png,321.9446468018808,214.74133609578448,342.08664645957793,170.3964497526288,326.00553382964233,144.89407921828652
labeled-data,df1s3_v8,img1305.png,253.0622013426401,281.37475920437055,293.320720582566,255.58414531629305,333.9566634403662,238.34846676669977
labeled-data,df1s3_v8,img1541.png,229.22937771825497,376.79972801436105,176.122530423435,358.8744949224067,148.56582880446038,338.0063131138629
labeled-data,df1s3_v8,img1784.png,321.0224074140908,280.4794371275557,310.932297528641,325.6747209894661,307.9893488120515,367.71684551217345
labeled-data,df1s3_v8,img1805.png,300.20651589604824,246.79686353963208,315.5025237006166,294.4844172832864,330.07871937320533,327.77572838734693
labeled-data,df1s3_v8,img1898.png,266.75425073839006,150.35242098510733,280.58833921296423,201.1405814123113,298.5916050360403,233.3569518325526
labeled-data,df1s3_v8,img1934.png,201.55200962813362,119.48356435600743,245.42869958455915,145.43502122047863,279.13883942913003,158.2769792565056
labeled-data,df1s3_v8,img2023.png,155.82908237279457,57.440249442659734,185.44967010470208,84.19432868438263,169.36537246533294,121.45893905678236
labeled-data,df1s3_v8,img2179.png,130.29755108645736,132.70799424986092,113.67180184338672,79.96423803046439,84.43341524350386,69.83590803181215
labeled-data,df1s3_v8,img2317.png,88.94226429306423,268.28581961181976,118.03891797315464,222.61756184902885,126.13202694377583,195.44783887622918
labeled-data,df1s3_v8,img3448.png,68.88107748159814,254.46179576705555,43.655802767973725,296.31281972375064,18.048326922324677,341.41255330265494
labeled-data,df1s3_v8,img3542.png,103.81050423002088,193.65214648264737,73.76949525288634,238.29642371255568,50.404266048448335,266.2512515107226
