scorer,,,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab
bodyparts,,,Head,Head,Tail_B,Tail_B,Tail_E,Tail_E
coords,,,x,y,x,y,x,y
labeled-data,df1s3_v7,img0061.png,251.75198958573188,123.57493192404796,287.90184665639316,159.88403946638616,321.3444457085468,184.2493616329552
labeled-data,df1s3_v7,img0307.png,90.30852186472208,33.97956550549861,105.46279674949798,81.05718994263025,133.16282379298175,59.567931294546405
labeled-data,df1s3_v7,img0672.png,30.14660834693882,333.06303514758673,38.77479890239445,286.42971952643364,23.57274887611547,250.47892554536853
labeled-data,df1s3_v7,img1096.png,149.06797181798558,81.96899444326365,102.18463295629972,108.04785168507641,61.308221886267404,118.15707162712741
labeled-data,df1s3_v7,img1459.png,150.29580410214763,374.7944779250996,143.56906417851445,317.92294947983726,137.65768666986713,288.7737431440935
labeled-data,df1s3_v7,img1659.png,96.32649646346962,259.076428534932,82.1356869323391,310.75639160352677,71.54553056582378,346.33931699501824
labeled-data,df1s3_v7,img1880.png,122.75050800195456,192.6016348211834,163.93904999647364,160.52858982545132,184.02690449380057,131.15643282935986
labeled-data,df1s3_v7,img1979.png,37.44362235120443,177.22852072563416,83.77328582348753,182.48240008847037,120.43103501418574,190.72143818019083
labeled-data,df1s3_v7,img2100.png,61.67856522817098,333.1793516920996,40.64476292908313,284.23531172691435,31.745846571776724,244.7969324161246
labeled-data,df1s3_v7,img2397.png,204.71877373513206,394.23572773227676,161.62559609935698,418.3940242856658,127.02046860396185,434.45602685900013
labeled-data,df1s3_v7,img2691.png,304.03113454464193,350.85604257290777,320.15683730664705,400.78743546248984,296.64828267769985,427.4045592985706
labeled-data,df1s3_v7,img2798.png,276.3923349281299,305.423698458859,313.1346037534293,344.6263870715669,291.48290962423505,373.65934056298653
labeled-data,df1s3_v7,img2895.png,236.27974286729432,286.8783599552418,270.57910945706976,312.53201843767715,295.9493020999202,339.03607443886733
labeled-data,df1s3_v7,img2950.png,194.63226069927236,290.8342572320627,240.34210495456574,290.3748618124115,283.0658789821264,298.1845839464818
labeled-data,df1s3_v7,img2984.png,165.85427061845587,316.0463259965493,206.82145445734406,292.9948202213148,248.3858275650207,282.36485123688027
labeled-data,df1s3_v7,img3065.png,136.09316146471923,329.0229143813319,179.71186565702814,310.2536537894899,205.8830881724135,281.967585010235
labeled-data,df1s3_v7,img3149.png,96.66115296904889,284.9200091298893,125.96323975760254,324.33131586049393,163.9094421487795,329.1661601806053
labeled-data,df1s3_v7,img3267.png,77.56743904934791,210.66184861293112,83.44696646365986,261.99464565327014,95.43215696206502,300.2115738462978
labeled-data,df1s3_v7,img3408.png,65.31108600467341,116.59858281110834,70.30518079646168,168.67985706832891,79.75828879520377,194.89885472521735
labeled-data,df1s3_v7,img3612.png,114.91289929371331,264.46984388445014,99.02607223922358,214.0384045138025,107.70840795504935,181.15636712195166
