scorer,,,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab
individuals,,,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish1,zebrafish2,zebrafish2,zebrafish2,zebrafish2,zebrafish2,zebrafish2,zebrafish2,zebrafish2,zebrafish2,zebrafish2,zebrafish2,zebrafish2,zebrafish2,zebrafish2
bodyparts,,,head,head,spine1,spine1,spine2,spine2,spine3,spine3,tail1,tail1,tail2,tail2,tail3,tail3,head,head,spine1,spine1,spine2,spine2,spine3,spine3,tail1,tail1,tail2,tail2,tail3,tail3
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,d2fs3_v1,img0213.png,116.66401538532324,251.28437910646764,125.29743103374193,246.96767128225832,139.44664001309476,238.09443853249465,153.5958489924476,231.61937679618063,166.54597246507564,224.6646808571767,171.82194869466483,219.62852172893247,173.02103420138965,212.91364289127353,161.74963043817638,238.5740727351846,170.86268028928498,239.29352403921948,184.5322550659479,244.56950026880867,199.16109824799068,252.48346461319247,210.67231911254893,257.27980664009175,217.3871979502079,258.4788921468165,224.10207678786688,257.9992579441266
labeled-data,d2fs3_v1,img0270.png,86.46599963086057,280.67124620392343,94.03214983876563,274.90656033123383,106.10196088470946,264.99850648754864,120.5136755664334,252.74854900808327,129.52099724251087,244.64195949961356,135.28568311520044,239.4177129274886,140.50992968732538,233.65302705479905,123.75631136982129,278.3293425681433,130.96216871068327,270.76319236023824,142.4915404560624,259.7742599154237,155.64223010313555,247.7044488694799,165.55028394682074,244.8221059331351,173.4767270217689,245.00225236665665,179.6017057615016,243.56108089848425
labeled-data,d2fs3_v1,img0509.png,92.2875032573111,254.68092301707645,83.74803657642963,253.3223714996635,71.52107291971295,251.18750482944313,62.011212297822205,251.18750482944313,54.44213955794998,253.3223714996635,49.39609106470183,254.87500180527832,44.35004257145368,257.7861836283061,126.83352755724076,258.36841999291164,131.87957605048888,249.82895331203017,136.92562454373706,238.3783048081209,140.8072003077741,226.1513411514042,147.66382702080074,218.1502739648957,155.411424338583,216.452802231234,161.11736680903732,218.84561681561806
labeled-data,d2fs3_v1,img0686.png,105.864676701947,233.15453054343038,103.61676250974334,241.8250567133589,101.0477177186534,252.10123587771858,97.51528113090477,265.9098516298269,94.30397514204238,279.7184673819353,92.69832214761117,287.42560175520504,88.84475496097629,294.1693443318161,125.13251263512144,256.9181948610122,130.9128634150738,244.39410150444883,135.40869179948112,228.97983275790926,139.26225898611602,211.6387804180523,137.97773659057106,201.36260125369262,136.0509529972536,194.9399892759678,133.16077760727745,189.48076909490172
labeled-data,d2fs3_v1,img0710.png,108.28572777120053,222.74140092732617,105.624651649942,231.61165466485465,101.78087503034632,246.69108601865304,98.5284486599192,263.24889299537284,95.5716974140764,275.962923352497,91.43224566989645,284.2418268408569,86.11009342737935,288.6769537096211,119.81705762998754,288.38127858503685,125.13920987250464,278.3283243491712,131.64406261335884,263.8402432445414,136.67053973129165,248.760811890743,137.2618899804602,234.56840591069746,138.14891535421305,227.76787804525895,135.4878392329545,220.37599993065191
labeled-data,d2fs3_v1,img0823.png,83.17290667165103,248.02418920784658,88.60667137841516,255.41410920904576,96.4312925561555,264.5428339164095,103.60386196908415,274.32361038858494,110.34173020547166,283.66968568421925,115.12344314742408,288.4513986261717,120.33985726591766,293.66781274466524,110.1243796172011,306.9261986291697,113.8193396178007,294.97191627428856,119.03575373629427,281.7135303897841,122.94806432516444,267.803092740468,125.99097256095236,258.02231626829257,129.90328314982253,249.5456433257405,133.59824315042215,244.1118786189764
labeled-data,d2fs3_v1,img0863.png,81.62747007026613,217.60010003915747,84.95626286359911,228.95715780464644,88.28505565693209,239.335158866214,89.65573504242214,251.08383931327154,91.02641442791219,264.20319914581916,91.61384845026507,272.03565277719093,95.72588660673522,278.4974270230726,85.54369688595196,326.8628281967929,94.35520722124514,319.0303745654212,104.34158560124408,309.4356188669908,114.327963981243,297.68693841993326,120.78973822712467,288.4838054030715,124.70596504281052,282.4136538387585,127.64313515457492,274.777011548171
labeled-data,d2fs3_v1,img0947.png,145.5016272844364,258.0787686778407,141.22510760170744,244.63827824640686,134.30121859157484,230.58685643172598,125.54453543170126,218.7755163556174,121.26801574897232,211.64798355106916,120.04615298247833,203.70587556885823,115.76963329974936,196.57834276430998,53.45463220855598,322.226563918775,64.85868469583319,325.07757704059435,77.4845999496044,328.335877751245,90.51780279220694,329.9650281065703,101.51456769065283,327.114014984751,105.79108737338176,321.0047011522811,105.99473116779747,312.45166178682314
labeled-data,d2fs3_v1,img1138.png,119.79526501232203,398.137185803268,128.83661696715225,404.2957878594567,139.45037795760513,411.1095603471548,151.37447981107687,417.5302305759473,163.95375209605803,422.50952585541904,171.68476318786938,423.9509008047398,180.8571492290015,423.8198667184379,111.40908348900125,381.10275458402265,98.56774303141628,375.4682888730414,87.0367434368502,369.7027890757584,73.01609620254827,363.28211884696594,64.89198285183127,360.13730077572063,58.07821036413313,357.5166190496829,49.42996066820858,356.4683463592678
labeled-data,d2fs3_v1,img1174.png,73.55291801298405,409.6728257469011,85.81078593533796,412.82011615939734,100.05641622347899,414.8078785251845,113.30816532872646,415.4704659804468,126.8912081616051,415.9674065718936,135.00790448856918,413.31705675084413,141.13683844974614,409.5071788830855,130.20414543791696,388.4700271785051,119.27145242608782,382.50674008114373,108.00746568662747,376.0465123923356,95.08701030901119,369.58628470352744,85.31384534389117,364.7825256528753,77.85973647218948,361.63523524037896,69.90868700904099,358.3222979640671
labeled-data,d2fs3_v1,img1443.png,91.30643982061264,461.36730257792044,85.80805737138971,450.98146906272154,81.83700338028424,437.9991771687229,83.51706468421347,424.55868673728907,91.76463835804788,417.3802429841368,99.09581495701181,417.6857086757604,106.12152586435224,420.7403655919953,139.11182055968993,453.57792744152124,148.12305846258306,448.0795449922983,159.2725562068407,441.97023115982836,171.64391671759233,434.1808560234292,180.65515462048546,430.668000569759,186.7644684529554,427.46061080771227,191.8046523647431,422.72589258754806
labeled-data,d2fs3_v1,img1500.png,112.94725758651975,466.17163172973324,108.1733770981987,457.2465508167852,101.53145641879549,444.5853895216728,94.88953573939227,431.30154816286637,88.8702951236831,421.5462271649929,83.8888546141307,416.7723466766719,78.69985408334693,412.4135862308135,100.70121633387008,414.0740664006643,106.92801697081059,423.8293873985378,113.56993765021379,432.7544683114858,120.00429830838567,441.8871092456653,126.43865896655753,450.60463013738195,131.42009947610993,456.83143077432254,137.43934009181908,461.60531126264357
labeled-data,d2fs3_v1,img2024.png,205.77771488659727,449.5335225221579,193.52971552053975,448.44481146739724,181.28171615448224,446.2673893578759,169.85025007949525,443.81778948466444,157.0578951860574,440.82383408407253,149.16474003904253,439.4629452656217,141.2715848920277,438.37423421086106,186.99744919197576,409.2512134960132,184.54784931876424,398.09192518471633,181.55389391817243,385.5717480549687,175.02162758960839,373.8681042162915,168.7615390247346,367.8801934151078,163.59016151462134,364.886238014516,156.51353965867702,363.52534919606506
labeled-data,d2fs3_v1,img2177.png,276.2440057886629,311.7259849578765,271.1529109282713,321.71236333787544,266.257627408664,329.15319428767856,261.16653254827236,337.1814592598346,257.0544943918022,343.83904484650054,253.33407891690067,348.73432836610783,249.2220407604305,353.2379892041466,141.3299919882852,449.1855461884499,149.55406830122547,449.5771688700185,159.1488239996558,450.16460289237136,170.7016931059291,450.16460289237136,183.23361891612382,450.16460289237136,189.10795913965265,449.3813575292342,195.37392204474997,447.227432780607
labeled-data,d2fs3_v1,img2265.png,254.70558413672046,224.42052233681966,254.9170603847675,232.033667266513,254.9170603847675,240.91566968448848,255.34001288086156,248.1058621180877,256.39739412109674,257.1993407841103,258.0892041054731,263.5436282255214,260.6269190820375,269.4649631708384,118.93783289052311,372.45389596974525,121.26407161904051,381.3358983877207,123.16735785146383,392.3326632861667,124.43621533974606,404.38680942484774,124.01326284365197,413.9032405869644,123.5903103475579,422.7852430049399,124.01326284365197,431.0328166787743
labeled-data,d2fs3_v1,img2328.png,295.05872057246864,199.39160345962603,286.16105324723037,202.31115055071982,276.70728171416476,205.3697236937705,266.69740597327166,209.26245314856226,259.050973115645,212.87713049944028,253.2118789334574,215.65765153857726,247.37278475126976,219.68940704532582,,,,,,,,,,,,,,
labeled-data,d2fs3_v1,img2402.png,364.70118323196294,237.22597700895597,355.86225930895995,229.40135583121562,347.02333538595695,221.57673465347528,337.7497102864129,214.47661543663685,330.6495910695744,210.2745040634059,325.43317695108084,206.79689465107685,319.6371612638658,204.33358798401048,174.30206790694803,377.1997558551997,169.95505614153672,369.5200350696398,164.4488412386824,360.6811111466368,158.50792515928697,352.1319880079946,148.36489770666057,348.65437859566555,141.6994796663633,349.6686813409282,134.59936044952482,353.72589232197873
labeled-data,d2fs3_v1,img2440.png,384.41460108835753,276.6715254325271,381.6144989151421,267.4096490134301,379.6759666413776,256.8554177451567,377.5220418927504,246.51657895174606,374.93733219439775,236.3931326331981,372.35262249604506,229.93135838731644,368.0447729987906,224.11576156602294,147.69827121422588,389.7525747354563,157.3909325830484,388.67561236114267,169.45291117536084,387.598649986829,182.16106719226136,386.95247256224087,192.7152984605348,385.22933276333913,198.96168023155374,379.4137359420456,202.40795982935728,373.16735417102666
labeled-data,d2fs3_v1,img3163.png,119.15079334324986,386.4584926629372,130.22688214763582,385.7662371126631,142.8605459401385,384.7278537872519,155.66727362020976,382.82415102399807,166.74336242459572,381.09351214831275,174.1851095900425,379.882064935333,182.49217619333194,379.53593716019594,92.32589077012764,462.9527309682277,88.17235746848294,454.81872825250673,81.07673807817318,444.2618311108264,73.63499091272638,432.8396145313034,68.09694651053341,424.1864201528769,63.25115765861456,419.5136951885266,59.270688244538356,414.1487146739022
labeled-data,d2fs3_v1,img3276.png,100.83272323034083,415.8841072726063,104.88601798457566,405.0753212613133,107.81339752930086,392.6902539567068,111.6415092416338,376.9274410235712,117.49626833108414,369.04603455700334,124.47694263004422,366.3438380541802,131.6827999709062,366.3438380541802,163.88397496288317,366.1186550122782,159.60549716674637,377.1526240654731,154.8766532868057,390.4384235376874,148.57152811355147,403.94940605180363,143.61750119170884,412.50636164407723,139.7893894793759,418.13593769162566,136.41164385084684,425.56697807438957
