scorer,,,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab
bodyparts,,,Head,Head,Tail_B,Tail_B,Tail_E,Tail_E
coords,,,x,y,x,y,x,y
labeled-data,df1s3_v1,img0045.png,228.99630469980127,131.75682303262903,243.1504866224461,164.2693993301894,249.03638405562515,137.0821588055053
labeled-data,df1s3_v1,img0188.png,185.38291469573215,145.14609308971524,167.83351271693536,97.67034247339126,154.3481827753336,73.65537134451141
labeled-data,df1s3_v1,img0407.png,208.94131352793573,91.81361972662344,177.4766053340095,121.1523341236628,152.6733443703289,140.28627829564496
labeled-data,df1s3_v1,img0528.png,183.1899138741301,190.5519220002298,197.25969304678614,224.91180376924245,217.54979564314277,219.87630385481822
labeled-data,df1s3_v1,img0567.png,196.8199961244673,112.40867105119418,189.997705917828,162.6283072945115,178.05869805620915,191.24402455013762
labeled-data,df1s3_v1,img0629.png,271.38525923226905,97.69849795678375,249.92625817380386,56.25197019814805,228.22201138895616,68.26901079088859
labeled-data,df1s3_v1,img0757.png,307.04176152668464,144.06712336896257,282.0744725771769,101.21282144070288,264.560105702149,76.43185554305705
labeled-data,df1s3_v1,img1094.png,378.6053507139613,242.3388376856027,335.07264177635795,262.29132928200426,303.7034838654379,269.11998950751064
labeled-data,df1s3_v1,img1189.png,337.1376834595685,269.342327979706,388.290998838189,274.3464566580493,414.42367082509304,264.3381993013627
labeled-data,df1s3_v1,img1521.png,256.3670431729798,328.98808630317615,279.32777617935835,285.8280234692968,296.326171526153,258.16621653901535
labeled-data,df1s3_v1,img1573.png,269.5097731954751,261.16068278319244,254.15962023053658,304.17901269727935,251.50650737239903,329.9521090334724
labeled-data,df1s3_v1,img1666.png,250.50502972741668,128.2286129075796,271.38276656426115,173.79654287321407,289.53732033543025,200.48373691683264
labeled-data,df1s3_v1,img1804.png,222.42689906654454,273.48184400169436,222.42689906654454,217.7441789147717,225.81097158967913,191.8659772672719
labeled-data,df1s3_v1,img1900.png,214.05773457891172,343.9257964715186,209.91722231531176,294.73651077995095,206.27357152334378,264.2623405198551
labeled-data,df1s3_v1,img2279.png,210.22926963330093,178.94687830276456,174.34536085034011,147.7735984720071,143.4491768403005,140.56910713334315
labeled-data,df1s3_v1,img2333.png,215.69443647721167,233.44436441645604,224.95325890050793,183.88243262116436,212.42661679840126,159.37378503008605
labeled-data,df1s3_v1,img2458.png,229.44246440438695,289.43980824188225,206.05175512448062,246.6332814551256,218.43507180207808,223.24257217521927
labeled-data,df1s3_v1,img2498.png,223.9653489975863,342.87802391816746,240.03053658035418,296.0074250942158,235.89002431675425,272.8205564180559
labeled-data,df1s3_v1,img2758.png,261.5330090363253,317.3207915963324,293.15219018777816,358.47111347764906,315.39151855746036,376.6256672488182
labeled-data,df1s3_v1,img3191.png,272.2646359574811,353.72009860582847,229.9071955008534,360.05508236913647,245.18568575353729,335.8330856270766
