scorer,,,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab
bodyparts,,,Head,Head,Tail_B,Tail_B,Tail_E,Tail_E
coords,,,x,y,x,y,x,y
labeled-data,df1s3_v6,img0109.png,60.834603419102876,77.53398028239154,99.82708140919722,97.75719768064386,138.29084783332416,116.12992459801033
labeled-data,df1s3_v6,img0259.png,120.6939314856717,68.68298239201272,79.65189992509532,46.37517631950946,63.51664213478957,83.19388537121387
labeled-data,df1s3_v6,img0357.png,178.0177587412029,106.08645917571474,142.56860374592003,88.9638484610121,124.37582986154848,56.32387178611019
labeled-data,df1s3_v6,img0425.png,217.94613334832275,88.85794604361402,179.05065448452203,109.23176830560487,139.4606134981534,119.302919082839
labeled-data,df1s3_v6,img0541.png,294.0846196218053,86.10843212049492,248.51332319148608,77.86119053913785,214.57275206820887,100.27677022180067
labeled-data,df1s3_v6,img0808.png,174.4462874292701,40.69475976993525,217.14770890471993,63.28603168202338,242.48127393908467,80.0009611892331
labeled-data,df1s3_v6,img1159.png,60.85391532567695,243.79253969125836,32.28438070683714,191.0010083303587,20.069869529217215,158.08393583473895
labeled-data,df1s3_v6,img1246.png,87.6135098093602,290.35793498624116,63.01886696357637,240.95843867205997,34.00980104290822,203.1205266016233
labeled-data,df1s3_v6,img1666.png,280.76979596853795,369.20289128862674,264.97374168290406,326.84863584143255,238.4155405213438,296.29802535493184
labeled-data,df1s3_v6,img1839.png,203.98621379920053,372.8667528839984,244.0192432259471,395.07086483380596,282.411574725368,384.5703980989216
labeled-data,df1s3_v6,img2005.png,124.09059833235885,341.74296618129017,158.3374122664809,369.49236087099376,202.46571796815596,365.4314738432323
labeled-data,df1s3_v6,img2215.png,164.09699381803046,325.6975256570102,152.72651014029825,279.26805063960364,115.36634948489237,277.50833292757363
labeled-data,df1s3_v6,img2340.png,179.4694390621205,400.8487150439911,146.44726125519398,363.85164546400864,164.181393781136,336.33316395823647
labeled-data,df1s3_v6,img2552.png,233.27290405584654,231.75138857710593,227.49211193397431,281.6588938959365,235.97060704605366,315.76556741498285
labeled-data,df1s3_v6,img2582.png,251.2509119578623,213.94967015098416,220.95510222604463,253.66673778720852,220.77037167889938,289.8739250276735
labeled-data,df1s3_v6,img2813.png,210.40151136033103,412.95296119502194,238.66528507355116,369.17182152160257,254.18265103375043,334.4424786582994
labeled-data,df1s3_v6,img3138.png,348.9318404671801,207.88649509273432,337.0167201763128,259.0393391000784,325.5124661023719,296.42816484038616
labeled-data,df1s3_v6,img3234.png,311.8156598950329,155.80681334023058,347.7377887911962,196.32172583955628,358.56363585579334,226.66690321759376
labeled-data,df1s3_v6,img3323.png,244.39126796058636,131.9045119200622,288.3443981434168,152.67236593144958,324.93537902062315,165.85830498629872
labeled-data,df1s3_v6,img3373.png,183.53017480193392,85.37219294804659,222.56883542881462,122.4425177450005,242.4162217139094,152.787695123038
