scorer,,,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab
bodyparts,,,Head,Head,Tail_B,Tail_B,Tail_E,Tail_E
coords,,,x,y,x,y,x,y
labeled-data,df1s3_v4,img0072.png,204.20847829183558,187.34992054136336,193.65017201965566,239.106323836363,200.2749916414156,275.54283175604274
labeled-data,df1s3_v4,img0135.png,210.08500901039676,146.2955470692321,201.33578809646667,198.57747692076555,192.15977591844242,236.561899425145
labeled-data,df1s3_v4,img0229.png,157.2600346523188,125.58801713651592,206.94618181551846,131.85611570171957,211.37971494700398,166.5599784895544
labeled-data,df1s3_v4,img0484.png,167.98635853276764,286.39791720723974,150.52932182754347,231.0169731768734,135.8814634427002,200.71797843562223
labeled-data,df1s3_v4,img0521.png,160.6846889731508,309.1788882811895,158.68768805832224,265.0633226172485,144.16404504138694,232.56667136685587
labeled-data,df1s3_v4,img0846.png,172.24749665864402,129.72940527771016,178.43915499744276,171.00712753636833,207.8495321067367,207.9850870597496
labeled-data,df1s3_v4,img1065.png,310.61723381968227,129.3296392827494,220.46088271313627,118.07445150129526,,
labeled-data,df1s3_v4,img1274.png,265.8346963135525,91.81361972662344,233.80305644045637,124.41219127888938,267.9606901104394,143.68786837066403
labeled-data,df1s3_v4,img1327.png,282.277616858236,64.29937428339795,256.7720613144602,103.13737931596566,221.55700451254245,123.28097147837951
labeled-data,df1s3_v4,img1459.png,207.33004711497202,76.51447468776308,249.4103917508819,49.454634540420486,286.789662462889,42.2310331451553
labeled-data,df1s3_v4,img1673.png,283.57546109432974,43.09247214550167,232.25169543103698,50.46011733804248,192.66621193891092,45.465103648184304
labeled-data,df1s3_v4,img1965.png,318.4158673563952,260.5156068975707,305.2920359855001,212.91723341805547,289.81766765265354,174.3292516260205
labeled-data,df1s3_v4,img2174.png,201.85951313203967,412.52788983602187,234.59185508051422,376.3716627464935,265.9546429725672,361.8543897484253
labeled-data,df1s3_v4,img2373.png,154.09256426947852,215.4357000023902,167.41227372053626,263.22995156206804,171.13395724362596,304.16847031605437
labeled-data,df1s3_v4,img2685.png,256.94174348828426,125.57903540991333,247.84535654609846,76.75284079376907,210.7909567963123,77.82300396343798
labeled-data,df1s3_v4,img2723.png,256.9099682416705,150.17049324626365,259.49619590170374,97.15282621558279,238.99110516858326,66.4875553894747
labeled-data,df1s3_v4,img2936.png,248.03669797844913,310.4703618313478,276.2240314652643,266.99498306354815,259.0249805241567,240.2409038218252
labeled-data,df1s3_v4,img2996.png,207.46244875337666,353.3600492144142,234.49521632053415,313.50602617254765,271.414253169395,295.5871630994604
labeled-data,df1s3_v4,img3192.png,132.2060238678284,358.6567039773414,138.281429362303,406.04486683424307,142.44742170137127,425.4861644165617
labeled-data,df1s3_v4,img3415.png,108.08853684031126,196.5130812063233,115.23569800917153,247.38405187879926,104.9353775011082,284.38112145878176
